,0
0,2.1453616284525525
1,2.1453616284525525
2,2.1453616284525525
3,2.1453616284525525
4,2.1453616284525525
5,2.1453616284525525
6,2.1453616284525525
7,2.1453616284525525
8,2.1453616284525525
9,2.1453616284525525
10,2.1453616284525525
11,2.1453616284525525
12,2.145781286075743
13,2.145781286075743
14,2.145781286075743
15,2.1457694482581777
16,2.145971279793715
17,2.1461717216588836
18,2.1461717216588836
19,2.154159710802923
20,2.154159710802923
21,2.154159710802923
22,2.1167784856556198
23,2.1167784856556198
24,2.1167784856556198
25,2.100646046028099
26,2.0864165734391724
27,2.080413565795787
28,2.0899197275942694
29,2.0899197275942694
30,2.0957938550470936
31,2.0957938550470936
32,2.0957938550470936
33,2.0959738625029978
34,2.0959738625029978
35,2.0959738625029978
36,2.0959738625029978
37,2.0959738625029978
38,2.0959738625029978
39,2.075912342084238
40,2.075912342084238
41,2.069414190870871
42,2.0528095515674476
43,2.01936221027524
44,1.9960956535302032
45,1.9592985466832493
46,1.9655502159107119
47,1.9655502159107119
48,1.9655502159107119
49,1.9709400880349186
50,1.9709400880349186
51,1.968867861059725
52,1.9496840869286514
53,1.9496840869286514
54,1.950282754287393
55,1.950282754287393
56,1.9558389632887103
57,1.929747491362484
58,1.929747491362484
59,1.929747491362484
60,1.8723122228310172
61,1.8723122228310172
62,1.8963741408819739
63,1.8963741408819739
64,1.9018928650965807
65,1.927991126359937
66,1.9439125514807487
67,1.9559645743187393
68,1.9559645743187393
69,1.9559645743187393
70,1.9559645743187393
71,1.9559645743187393
72,1.963755184971701
73,1.9821295567423989
74,1.987619044186156
75,1.996098048914556
76,2.0162919690019043
77,2.023515254507422
78,2.0338665291401035
79,2.036320225521696
80,2.038114307013031
81,2.0482927300243627
82,2.056802854932688
83,2.0495805542335033
84,2.0495805542335033
85,2.0495805542335033
86,2.0495805542335033
87,2.0495805542335033
88,2.0550073667870854
89,2.0550073667870854
90,2.0564368386450935
91,2.0564368386450935
92,2.0564368386450935
93,2.057675117306716
94,2.054910287570467
95,2.054910287570467
96,2.054910287570467
97,2.0548676701204243
98,2.0548676701204243
99,2.0548676701204243
100,2.046141702603384
101,2.046141702603384
102,2.046141702603384
103,2.046141702603384
104,2.046141702603384
105,2.046141702603384
106,2.046141702603384
107,2.052438329274684
108,2.0396769024934747
109,2.0485694379949173
110,2.0485694379949173
111,2.0485210933107405
112,2.0538941044157046
113,2.050999068260975
114,2.0549469482776184
115,2.057652523221315
116,2.057652523221315
117,2.0594304374875922
118,2.0594304374875922
119,2.0687808109451864
120,2.0687808109451864
121,2.0781275249137097
122,2.0781275249137097
123,2.0781275249137097
124,2.084998492753295
125,2.084998492753295
126,2.084998492753295
127,2.084998492753295
128,2.084998492753295
129,2.0801396205199247
130,2.073003499099147
131,2.073003499099147
132,2.073003499099147
133,2.073003499099147
134,2.073003499099147
135,2.073003499099147
136,2.073003499099147
137,2.073003499099147
138,2.0845502929527875
139,2.0589048355640074
140,2.0589048355640074
141,2.0589048355640074
142,2.0589048355640074
143,2.0589048355640074
144,2.0589048355640074
145,2.0656913413577813
146,2.0656913413577813
147,2.0656913413577813
148,2.039725538775122
149,2.039725538775122
150,2.039725538775122
151,2.039725538775122
152,2.039725538775122
153,2.039725538775122
154,2.039725538775122
155,2.039725538775122
156,2.039725538775122
157,2.039725538775122
158,2.039725538775122
159,2.039725538775122
160,2.039725538775122
161,2.039725538775122
162,2.039725538775122
163,2.039725538775122
164,2.039725538775122
165,2.039725538775122
166,2.039725538775122
167,2.039725538775122
168,2.039725538775122
169,2.039725538775122
170,2.039725538775122
171,2.039725538775122
172,2.039725538775122
173,2.039725538775122
174,2.0484965459698135
175,2.0484965459698135
176,2.0484965459698135
177,2.0484965459698135
178,2.0484965459698135
179,2.0484965459698135
180,2.0484965459698135
181,2.0484965459698135
182,2.0484965459698135
183,2.0484965459698135
184,2.0484965459698135
185,2.0484965459698135
186,2.0484965459698135
187,2.0484965459698135
188,2.0484965459698135
189,2.0484965459698135
190,2.0484965459698135
191,2.0484965459698135
192,2.0484965459698135
193,2.0484965459698135
194,2.0484965459698135
195,2.0484965459698135
196,2.0484965459698135
197,2.0484965459698135
198,2.0484965459698135
199,2.0484965459698135
200,2.1766823188140134
201,2.1766823188140134
202,2.1766823188140134
203,2.1766823188140134
204,2.1766823188140134
205,2.1766823188140134
206,2.1766823188140134
207,2.1766823188140134
208,2.1766823188140134
209,2.1766823188140134
210,2.1766823188140134
211,2.1766823188140134
212,2.1771117654023198
213,2.1771117654023198
214,2.1771117654023198
215,2.177099823040276
216,2.1773065077732583
217,2.1775118102037476
218,2.1775118102037476
219,2.185493578860798
220,2.185493578860798
221,2.185493578860798
