,Nr of publication,Element 1,C 1,Element 2,C 2,Element 3,C 3,Element 4,C 4,Element 5,C 5,Element 6,C 6,Element 7,C 7,Element 8,C 8,Potential Yield
1396,428.0,Li,5.0,Ti,47.5,Ni,47.5,,,,,,,,,,,9.39538035275016
1397,428.0,Na,5.0,Ti,47.5,Ni,47.5,,,,,,,,,,,12.261050183488376
1398,429.0,Sm,100.0,,,,,,,,,,,,,,,9.782340938657178
1399,429.0,C,2.8554163002412274,Sr,2.8554163002412274,Sm,94.28916739951755,,,,,,,,,,,10.082258274109886
1400,429.0,C,5.528761545998497,Sr,5.528761545998497,Sm,88.94247690800303,,,,,,,,,,,10.41400975255824
1401,429.0,C,8.03691190095368,Sr,8.03691190095368,Sm,83.92617619809262,,,,,,,,,,,10.638705679913853
1402,429.0,C,10.39472036914492,Sr,10.39472036914492,Sm,79.21055926171016,,,,,,,,,,,10.594652068106639
1403,431.0,Si,98.2445504577228,Ce,1.755449542277184,,,,,,,,,,,,,9.708411310061512
1404,431.0,Si,97.13570419096729,Ce,1.794135926015065,W,1.070159883017637,,,,,,,,,,,9.143784423693393
1405,431.0,Na,2.0057696172899355,Si,93.69024958323973,Mn,4.303980799470331,,,,,,,,,,,12.397189538246973
1406,431.0,Na,1.044483465207293,Si,97.20442743231865,Ce,1.7510891024740702,,,,,,,,,,,10.488649090409817
1407,431.0,Na,2.1348076389908184,Si,94.98783120755822,Ce,1.8099573339555728,W,1.0674038194954092,,,,,,,,,15.732287439507683
1408,432.0,Mg,99.03216164390227,La,0.9678383560977422,,,,,,,,,,,,,8.590876313292341
1409,433.0,Li,4.739336492890995,Mg,94.7867298578199,Ce,0.4739336492890995,,,,,,,,,,,12.960735662887629
1410,433.0,Na,4.739336492890995,Mg,94.7867298578199,Ce,0.4739336492890995,,,,,,,,,,,10.212247825128232
1411,434.0,C,50.0,Ba,50.0,,,,,,,,,,,,,7.832484514456273
1412,434.0,C,41.60091,Ba,41.60091,La,16.79818,,,,,,,,,,,11.747184823260756
1413,434.0,C,31.13925,Ba,31.13925,La,37.72149,,,,,,,,,,,12.143855183349459
1414,434.0,C,17.748929999999998,Ba,17.748929999999998,La,64.50214,,,,,,,,,,,11.808270467927342
1415,434.0,La,100.0,,,,,,,,,,,,,,,8.759555611425514
1416,434.0,C,42.06514,Ba,42.06514,Sm,15.869720000000001,,,,,,,,,,,11.574391823983476
1417,434.0,C,31.930559999999996,Ba,31.930559999999996,Sm,36.13889,,,,,,,,,,,11.971518837011603
1418,434.0,C,18.53435,Ba,18.53435,Sm,62.931309999999996,,,,,,,,,,,11.99948495909294
1419,434.0,Sm,100.0,,,,,,,,,,,,,,,9.090508452105361
1420,434.0,C,27.532429999999998,Mg,44.93513,Ba,27.532429999999998,,,,,,,,,,,11.618807993650623
1421,434.0,C,14.50066,Mg,70.99869,Ba,14.50066,,,,,,,,,,,12.087660448216443
1422,434.0,C,5.992072,Mg,88.01586,Ba,5.992072,,,,,,,,,,,11.520230791281511
1423,434.0,Mg,100.0,,,,,,,,,,,,,,,8.537329504686817
1424,434.0,C,31.5157,Ca,36.9686,Ba,31.5157,,,,,,,,,,,11.265967427106062
1425,434.0,C,18.11901,Ca,63.76198,Ba,18.11901,,,,,,,,,,,10.77072728313053
1426,434.0,C,7.963562,Ca,84.07288,Ba,7.963562,,,,,,,,,,,10.45132846846872
1427,434.0,Ca,100.0,,,,,,,,,,,,,,,7.9091473010930375
1428,435.0,Ca,95.23809523809523,La,4.761904761904762,,,,,,,,,,,,,10.955310784703368
1429,435.0,Ca,95.23809523809523,La,4.761904761904762,,,,,,,,,,,,,11.741100513082417
1430,436.0,Na,13.720389639141025,Si,77.5680761567412,P,0.7139694487491698,S,3.4536196590657515,Mn,1.5109586008412663,Zr,2.307947752933363,W,0.7250387425282268,,,12.958567728889328
1431,436.0,Na,13.720389639141025,Si,77.5680761567412,P,0.7139694487491698,S,3.4536196590657515,Mn,1.5109586008412663,Zr,2.307947752933363,W,0.7250387425282268,,,14.015359594437124
1432,436.0,Na,13.720389639141025,Si,77.5680761567412,P,0.7139694487491698,S,3.4536196590657515,Mn,1.5109586008412663,Zr,2.307947752933363,W,0.7250387425282268,,,11.779852916041794
1433,437.0,Si,39.13894324853229,La,60.861056751467714,,,,,,,,,,,,,11.669163370778566
1434,439.0,Be,9.300820025895561,Nd,90.69917997410444,,,,,,,,,,,,,9.20735910586015
1435,439.0,Mg,11.247575953458297,Nd,88.7524240465417,,,,,,,,,,,,,9.701220278162412
1436,439.0,Ca,14.120256283883677,Nd,85.87974371611631,,,,,,,,,,,,,9.576071091297887
1437,439.0,Sr,21.476793248945146,Nd,78.52320675105486,,,,,,,,,,,,,10.925831808157163
1438,440.0,Ti,33.333333333333336,Sn,33.333333333333336,Ba,33.333333333333336,,,,,,,,,,,18.12145336800887
1439,441.0,Na,2.1092,Si,94.35903,Mn,2.256,Ce,0.22116999999999998,W,1.0546,,,,,,,12.570921774641707
1440,441.0,Na,2.1343400000000003,Si,93.39654,Mn,2.2829,Ce,1.11905,W,1.0671700000000002,,,,,,,13.644578792469773
1441,441.0,Na,2.16664,Si,92.16064,Mn,2.31744,Ce,2.27196,W,1.08332,,,,,,,14.004024329764091
1442,441.0,Na,2.2067,Si,90.6273,Mn,2.3603,Ce,3.70235,W,1.10335,,,,,,,13.308833543859935
1443,441.0,Na,2.2342400000000002,Si,89.57318000000002,Mn,2.38976,Ce,4.6857,W,1.1171200000000001,,,,,,,13.30648249114264
1444,444.0,Na,3.622933,Si,94.07,Mn,1.6243290000000001,W,0.679744,,,,,,,,,13.487656294013066
1445,445.0,Na,4.15831637277482,Si,89.46221777728529,S,2.07915818638741,Mn,4.300307663552487,,,,,,,,,10.127859689421678
1446,445.0,Na,4.261423134,Si,92.58719140875289,S,2.130711567,W,1.0206738902471046,,,,,,,,,8.283833997885237
1447,445.0,Na,4.245407466645891,Si,88.2244570070463,S,2.122703733322945,Mn,4.390372599653312,W,1.017059193331548,,,,,,,17.41540333578517
1448,446.0,Sr,22.548407245471573,Sm,77.45159275452842,,,,,,,,,,,,,12.582528247318644
1449,446.0,Ca,11.723254324151187,Sm,88.27674567584882,,,,,,,,,,,,,11.550705336684716
1450,446.0,Mg,22.198275862068968,Sm,77.80172413793103,,,,,,,,,,,,,11.33343640448041
1451,446.0,Zn,17.758227435646788,Sm,82.2417725643532,,,,,,,,,,,,,9.742816889674362
1452,447.0,Na,2.0811319831719013,Si,94.65194208003132,Mn,2.2258096076704823,W,1.0405659915859506,,,,,,,,,12.85318982687144
1453,447.0,Li,2.1021652301870932,Si,94.59743535841915,Mn,2.2493167963001888,W,1.0510826150935464,,,,,,,,,9.243358089576498
1454,447.0,Si,94.59743535841915,K,2.1021652301870932,Mn,2.2493167963001888,W,1.0510826150935464,,,,,,,,,9.734108480508164
1455,447.0,Si,94.59743535841915,Mn,2.2493167963001888,Rb,2.1021652301870932,W,1.0510826150935464,,,,,,,,,9.251050337013933
1456,448.0,Al,96.23096970587255,Sr,0.3359407556908501,La,3.433089538436596,,,,,,,,,,,8.47735691918596
1457,449.0,Al,44.444444444444436,Sr,55.555555555555564,,,,,,,,,,,,,10.162395268936617
1458,449.0,Al,67.0,Sr,33.0,,,,,,,,,,,,,12.083865511643818
1459,449.0,Al,100.0,,,,,,,,,,,,,,,4.593529712481227
1460,449.0,Al,80.0,Sr,20.0,,,,,,,,,,,,,8.17879239346415
1461,449.0,Al,75.18796992481201,Sr,24.81203007518797,,,,,,,,,,,,,9.596801951651528
1462,449.0,Al,66.66666666666666,Sr,33.333333333333336,,,,,,,,,,,,,11.201611769902394
1463,449.0,Al,57.14285714285714,Sr,42.857142857142854,,,,,,,,,,,,,12.477355195489766
1464,449.0,Al,53.76344086021504,Sr,46.23655913978496,,,,,,,,,,,,,12.466770696034727
1465,449.0,Al,50.0,Sr,50.0,,,,,,,,,,,,,12.89512231424406
1466,449.0,Al,44.444444444444436,Sr,55.555555555555564,,,,,,,,,,,,,13.08000174010471
1467,449.0,Na,2.081119487873861,Si,94.65234869710406,Mn,2.225972071085176,W,1.0405597439369303,,,,,,,,,12.909057513774517
1468,449.0,Al,40.0,Sr,60.0,,,,,,,,,,,,,9.799321644808424
1469,449.0,Al,50.0,Sr,50.0,,,,,,,,,,,,,6.602797777051641
1470,449.0,Al,66.66666666666666,Sr,33.333333333333336,,,,,,,,,,,,,6.794753197279726
1471,449.0,Al,44.444444444444436,Sr,55.555555555555564,,,,,,,,,,,,,9.727400937993064
1472,450.0,Ti,40.0,Sn,4.0,Bi,55.99999999999999,,,,,,,,,,,9.545236956436852
1473,450.0,Ti,40.0,Ce,4.0,Bi,55.99999999999999,,,,,,,,,,,10.471708483383207
1474,451.0,Cl,66.66666666666667,Ba,33.333333333333336,,,,,,,,,,,,,8.122140856424208
1475,451.0,Ti,50.0,Sn,50.0,,,,,,,,,,,,,7.075444187875615
1476,451.0,Cl,50.0,Ti,25.0,Ba,25.0,,,,,,,,,,,14.380947051569926
1477,451.0,Cl,50.0,Sn,25.0,Ba,25.0,,,,,,,,,,,14.754998970352105
1478,451.0,Cl,40.0,Ti,20.0,Sn,20.0,Ba,20.0,,,,,,,,,15.41621100528191
1479,451.0,Ti,33.333333333333336,Sn,33.333333333333336,Ba,33.333333333333336,,,,,,,,,,,7.997463990539198
1480,451.0,Cl,40.0,K,20.0,Ti,20.0,Sn,20.0,,,,,,,,,8.517097012563177
1481,451.0,Cl,40.0,Ti,30.0,Sn,10.0,Ba,20.0,,,,,,,,,14.983350652159796
1482,451.0,Cl,40.0,Ti,24.0,Sn,16.0,Ba,20.0,,,,,,,,,15.160996254228118
1483,451.0,Cl,40.0,Ti,16.0,Sn,24.0,Ba,20.0,,,,,,,,,15.118122302439065
1484,451.0,Cl,40.0,Ti,10.0,Sn,30.0,Ba,20.0,,,,,,,,,14.547269556259042
1485,451.0,Cl,46.153846153846146,Ti,15.384615384615385,Sn,15.384615384615385,Ba,23.07692307692308,,,,,,,,,11.196702380580687
1486,451.0,Cl,20.689655172413797,Ti,34.48275862068966,Sn,34.48275862068966,Ba,10.344827586206897,,,,,,,,,11.69470105242615
1487,451.0,Cl,28.57142857142857,Ti,28.57142857142857,Sn,28.57142857142857,Ba,14.285714285714285,,,,,,,,,15.039165549429748
1488,451.0,Cl,35.29411764705883,Ti,23.529411764705877,Sn,23.529411764705877,Ba,17.647058823529417,,,,,,,,,15.738465086323933
1489,451.0,Cl,50.0,Ti,12.5,Sn,12.5,Ba,25.0,,,,,,,,,15.100728241960054
1490,451.0,Cl,54.54545454545454,Ti,9.090909090909092,Sn,9.090909090909092,Ba,27.27272727272727,,,,,,,,,14.731656321906007
1491,451.0,Cl,57.14285714285714,Ti,7.142857142857142,Sn,7.142857142857142,Ba,28.57142857142857,,,,,,,,,14.011948478046353
1492,454.0,La,75.0,Ce,25.0,,,,,,,,,,,,,12.220914887438822
1493,454.0,La,75.0,Ce,25.0,,,,,,,,,,,,,12.065388534569792
1494,455.0,Na,0.2313333333333333,Si,10.517268323175497,Cl,35.555555555555564,Ti,17.777777777777782,Mn,0.2473333333333333,Sn,17.777777777777782,Ba,17.777777777777782,W,0.11566666666666665,16.039676725740566
1495,455.0,Na,0.34700000000000003,Si,15.775902484763243,Cl,33.333333333333336,Ti,16.666666666666668,Mn,0.371,Sn,16.666666666666668,Ba,16.666666666666668,W,0.1735,15.914265876330159
1496,455.0,Na,0.6940000000000001,Si,31.551804969526486,Cl,26.66666666666667,Ti,13.333333333333336,Mn,0.742,Sn,13.333333333333336,Ba,13.333333333333336,W,0.34700000000000003,16.890162736255544
1497,455.0,Na,1.041,Si,47.327707454289744,Cl,20.0,Ti,10.0,Mn,1.113,Sn,10.0,Ba,10.0,W,0.5205,16.518090756012814
1498,455.0,Cl,40.0,Ti,20.0,Sn,20.0,Ba,20.0,,,,,,,,,13.601082948536632
1499,456.0,Mg,99.9997824,Fe,0.0002176,,,,,,,,,,,,,8.170423154338769
1500,457.0,Al,89.4244,Sm,10.5756,,,,,,,,,,,,,5.571733389912976
1501,457.0,Sm,100.0,,,,,,,,,,,,,,,9.176629437118956
1502,457.0,Al,89.4244,Sm,10.5756,,,,,,,,,,,,,5.545535018573663
1503,457.0,Al,89.4244,Sm,10.5756,,,,,,,,,,,,,4.9204358805118
1504,458.0,Na,2.718788765442248,Ti,93.0139896247273,Mn,2.907827227109328,W,1.3593943827211237,,,,,,,,,14.520978617232997
1505,458.0,Na,2.402950277288411,Mg,23.4563865551292,Ti,70.36915966538763,Mn,2.5700283635505463,W,1.2014751386442055,,,,,,,11.349793364773289
1506,458.0,Na,2.0814206777819044,Mg,47.3258631499593,Ti,47.3258631499593,Mn,2.2261426834085314,W,1.0407103388909522,,,,,,,10.17032666859062
1507,458.0,Na,1.7541783221336582,Mg,71.61943910990705,Ti,23.873146369969014,Mn,1.8761470369234392,W,0.8770891610668291,,,,,,,9.32871152300708
1508,458.0,Na,1.4210695941286595,Mg,96.34851848192314,Mn,1.519877126883874,W,0.7105347970643298,,,,,,,,,10.20608514211026
1509,463.0,La,30.0,Ce,70.0,,,,,,,,,,,,,9.45022672940963
1510,463.0,Ca,30.0,Ce,70.0,,,,,,,,,,,,,8.342681545303014
1511,464.0,La,93.75,Ce,6.25,,,,,,,,,,,,,12.592758395427087
1512,465.0,La,75.0,Ce,25.0,,,,,,,,,,,,,11.300809711114526
1513,466.0,Ti,50.0,Sr,50.0,,,,,,,,,,,,,9.806025621091079
1514,466.0,Ti,45.0,Sr,50.0,Pb,5.0,,,,,,,,,,,11.001681798041403
1515,466.0,Mg,5.0,Ti,45.0,Sr,50.0,,,,,,,,,,,12.897670461803761
1516,466.0,Ca,5.0,Ti,45.0,Sr,50.0,,,,,,,,,,,10.177431852127592
1517,466.0,Ti,45.0,Sr,50.0,Ba,5.0,,,,,,,,,,,9.90070585570431
1518,466.0,Al,5.0,Ti,45.0,Sr,50.0,,,,,,,,,,,12.094289892318065
1519,466.0,Ti,33.333333333333336,Sr,66.66,,,,,,,,,,,,,11.537183606061634
1520,466.0,Mg,3.33,Ti,30.0,Sr,66.66,,,,,,,,,,,13.750431674048846
1521,466.0,Al,3.33,Ti,30.0,Sr,66.66,,,,,,,,,,,11.22283983759184
1522,467.0,Mg,94.536807056753,Sm,5.4631929432470105,,,,,,,,,,,,,10.067510516165848
1523,467.0,Li,15.021521120033064,Mg,80.19461202545216,Sm,4.7838668545147724,,,,,,,,,,,13.841068193388708
1524,467.0,Li,15.055243729887195,Mg,80.37464516538039,Tb,4.57011110473241,,,,,,,,,,,14.113577390421607
1525,467.0,Mg,94.77925255348286,Tb,5.2207474465171435,,,,,,,,,,,,,8.945365991208895
1526,467.0,Mg,94.536807056753,Sm,5.46319294324701,,,,,,,,,,,,,9.920188027499222
1527,467.0,Li,15.0215211200331,Mg,80.1946120254522,Sm,4.783866854514769,,,,,,,,,,,12.965345892665308
1528,467.0,Mg,94.77925255348286,Tb,5.2207474465171435,,,,,,,,,,,,,9.24707198332514
1529,467.0,Li,15.055243729887195,Mg,80.37464516538039,Tb,4.57011110473241,,,,,,,,,,,13.197358549697578
1530,468.0,Si,97.92592926370779,Mn,2.0740707362922044,,,,,,,,,,,,,5.313470038562567
1531,468.0,Na,0.40981357926059897,Si,97.3031745243484,Mn,2.0821051067606797,W,0.20490678963029949,,,,,,,,,11.370127504836118
1532,468.0,Na,0.822814512019188,Si,96.67557626686926,Mn,2.090201965101965,W,0.411407256009594,,,,,,,,,13.376539288236557
1533,468.0,Na,1.2390401282378491,Si,96.0430777644755,Mn,2.098362043167713,W,0.6195200641189245,,,,,,,,,14.203103283557306
1534,468.0,Na,1.658528343103017,Si,95.40562140106262,Mn,2.1065860842828634,W,0.8292641715515087,,,,,,,,,14.143701831561476
1535,468.0,Na,2.507447224993536,Si,94.11560007482244,Mn,2.123229087687236,W,1.2537236124967677,,,,,,,,,12.744490912914094
1536,468.0,Na,1.241268,Si,98.13809731395952,W,0.620634,,,,,,,,,,,6.238199766904017
1537,468.0,Na,1.2400946544046232,Si,97.03451700590318,Mn,1.105341012489887,W,0.6200473272023116,,,,,,,,,9.391422113946863
1538,468.0,Na,1.2377536959469857,Si,94.8336061602737,Mn,3.3097632958058174,W,0.6188768479734927,,,,,,,,,14.055717195092216
1539,468.0,Na,1.2365865279083097,Si,93.73626383597372,Mn,4.408856372163808,W,0.6182932639541547,,,,,,,,,14.236145285815175
1540,468.0,Na,1.2354215590112736,Si,92.6409890898793,Mn,5.505878571603756,W,0.6177107795056368,,,,,,,,,14.354503548842452
1541,469.0,Li,2.080299563137092,Si,94.6536301227377,Mn,2.225920532556688,W,1.040149781568546,,,,,,,,,9.74803323718685
1542,469.0,Na,2.080299563137092,Si,94.6536301227377,Mn,2.225920532556688,W,1.040149781568546,,,,,,,,,13.472881819674681
1543,470.0,Na,4.233424008231097,Si,87.98975913645904,Mn,5.660104851194308,W,2.1167120041155485,,,,,,,,,15.990621127352352
1544,470.0,Na,4.361525992608888,Si,85.31981139469663,Mn,5.831377717274952,La,2.306522,W,2.180762996304444,,,,,,,17.260243071245938
1545,470.0,Na,4.362387829273612,Si,85.33667057238166,Mn,5.832529996346801,Ce,2.287218,W,2.181193914636806,,,,,,,15.147845751944153
1546,470.0,Na,4.49853900218892,Si,82.50004554072581,Mn,6.014564659734021,La,2.378978995002067,Ce,2.3586023012547264,W,2.24926950109446,,,,,15.47094060799919
1547,471.0,Li,2.080299563137092,Si,94.6536301227377,Mn,2.2259205325566884,W,1.040149781568546,,,,,,,,,9.679372331415388
1548,472.0,La,96.43366999999999,W,3.566327,,,,,,,,,,,,,11.00660003379209
1549,472.0,Na,5.3664,La,91.9504,W,2.6832,,,,,,,,,,,12.311142701179422
1550,472.0,Mn,2.062416,La,97.93758000000001,,,,,,,,,,,,,10.8421223993535
1551,472.0,Na,5.363092,Mn,1.9962509999999998,La,89.95911,W,2.681546,,,,,,,,,12.237007515374804
1552,472.0,Ca,98.74295,W,1.257048,,,,,,,,,,,,,8.979513837980631
1553,472.0,Na,1.950243,Ca,97.07464,W,0.9751209999999999,,,,,,,,,,,9.864619218795532
1554,472.0,Ca,99.28031,Mn,0.719687,,,,,,,,,,,,,8.841967393552487
1555,472.0,Na,1.9762849999999998,Ca,96.29996,Mn,0.735613,W,0.988143,,,,,,,,,10.960624492828558
1556,472.0,Al,98.85591,W,1.144091,,,,,,,,,,,,,4.029635397016124
1557,472.0,Na,1.7776939999999999,Al,97.33346,W,0.8888469999999999,,,,,,,,,,,4.409263816304779
1558,472.0,Al,99.3453,Mn,0.6546960000000001,,,,,,,,,,,,,3.9604232090807634
1559,472.0,Na,1.802705,Al,96.62494000000001,Mn,0.671003,W,0.9013530000000001,,,,,,,,,5.357173035665924
1560,472.0,Zr,97.27886,W,2.721139,,,,,,,,,,,,,8.577588252298108
1561,472.0,Na,4.140226999999999,Zr,93.78966,W,2.070114,,,,,,,,,,,9.628292268921228
1562,472.0,Mn,1.567847,Zr,98.43215,,,,,,,,,,,,,8.193506580748092
1563,472.0,Na,4.158251,Mn,1.547785,Zr,92.21484,W,2.079125,,,,,,,,,10.489477204328244
1564,472.0,Si,99.22934000000001,Mn,0.770659,,,,,,,,,,,,,6.07890722307015
1565,472.0,C,49.54883,Si,49.54883,W,0.9023479999999999,,,,,,,,,,,8.006818672729926
1566,472.0,C,48.945009999999996,Na,1.40665,Si,48.945009999999996,W,0.703325,,,,,,,,,9.248582627870721
1567,472.0,C,49.742090000000005,Si,49.742090000000005,Mn,0.515821,,,,,,,,,,,7.5881461830698145
1568,472.0,C,48.662659999999995,Na,1.428612,Si,48.662659999999995,Mn,0.531758,W,0.714306,,,,,,,10.617697086080307
1569,472.0,Mg,99.09331999999999,W,0.906682,,,,,,,,,,,,,8.284929095518278
1570,472.0,Na,1.4133229999999999,Mg,97.88002,W,0.706662,,,,,,,,,,,8.355232011557813
1571,472.0,Mg,99.48169,Mn,0.518308,,,,,,,,,,,,,8.457669635813934
1572,472.0,Na,1.43535,Mg,97.31271,Mn,0.534266,W,0.717675,,,,,,,,,8.59405236110833
1573,472.0,Fe,98.21966,W,1.780345,,,,,,,,,,,,,6.091108357762552
1574,472.0,Na,2.742818,Fe,95.88577,W,1.371409,,,,,,,,,,,7.0928837128939435
1575,472.0,Mn,1.021599,Fe,98.9784,,,,,,,,,,,,,5.630045047768079
1576,472.0,Na,2.7704590000000002,Mn,1.031221,Fe,94.81309,W,1.385229,,,,,,,,,7.983551137103953
1577,472.0,Sr,97.70172,W,2.298285,,,,,,,,,,,,,10.024877438473732
1578,472.0,Na,3.5164519999999997,Sr,94.72532,W,1.7582259999999998,,,,,,,,,,,10.899678318210357
1579,472.0,Mn,1.321775,Sr,98.67823,,,,,,,,,,,,,9.578405314361868
1580,472.0,Na,3.540718,Mn,1.317927,Sr,93.37100000000001,W,1.770359,,,,,,,,,11.653838854858057
1581,472.0,Ti,98.2192,W,1.780805,,,,,,,,,,,,,10.221970075500078
1582,472.0,Na,2.743509,Ti,95.88474000000001,W,1.3717549999999998,,,,,,,,,,,10.176220465767631
1583,472.0,Ti,98.97813000000001,Mn,1.021865,,,,,,,,,,,,,8.037420937494309
1584,472.0,Na,2.77115,Ti,94.8118,Mn,1.0314780000000001,W,1.385575,,,,,,,,,14.583014368330176
1585,472.0,Na,66.66,W,33.33,,,,,,,,,,,,,11.549418832166538
1586,472.0,Fe,100.0,,,,,,,,,,,,,,,5.552762622128471
1587,472.0,Ti,100.0,,,,,,,,,,,,,,,8.38568860568505
1588,472.0,W,100.0,,,,,,,,,,,,,,,8.924350938476525
1589,476.0,Li,5.540401999999999,Mg,94.4596,,,,,,,,,,,,,12.0262747781411
1590,476.0,Ca,43.47826086956521,Zn,56.52173913043479,,,,,,,,,,,,,9.829472859017052
1591,476.0,Ca,30.303030303030308,Zn,69.69696969696969,,,,,,,,,,,,,8.985463894755739
1592,481.0,Sr,6.141930000000002,La,93.85807,,,,,,,,,,,,,13.245447520102832
1593,481.0,Sr,10.608429999999998,La,89.39157,,,,,,,,,,,,,13.801191407222417
1594,481.0,Sr,20.377970000000005,La,79.62203000000001,,,,,,,,,,,,,14.132970475601384
1595,481.0,K,30.486287206070877,La,69.51371279392913,,,,,,,,,,,,,11.55589142535464
1596,481.0,Ba,8.570185745342519,La,91.42981425465747,,,,,,,,,,,,,12.408255860821642
1597,481.0,Ca,43.338677779981005,La,56.661322220018995,,,,,,,,,,,,,11.83155864615066
1598,483.0,Na,2.614,Si,93.02,Mn,3.062,W,1.308,,,,,,,,,10.321414545364098
1599,483.0,Ca,80.61044,Sr,14.74035,La,4.649207,,,,,,,,,,,6.508174591120147
1600,484.0,Mg,95.81,La,4.18,,,,,,,,,,,,,10.612535274759713
1601,485.0,C,33.333,La,66.66,,,,,,,,,,,,,11.280027042892689
1602,486.0,Li,2.080299563137092,Si,94.6536301227377,Mn,2.2259205325566884,W,1.040149781568546,,,,,,,,,9.758480018400418
1603,486.0,Li,2.080299563137092,Si,94.6536301227377,Mn,2.2259205325566884,W,1.04014978156855,,,,,,,,,9.754210914481964
1604,487.0,Na,19.2506,Si,60.90628000000001,Cl,17.2148,Mn,1.61042,W,1.0179,,,,,,,17.439694189440687
1605,487.0,Na,14.311320000000002,Si,35.97636000000001,Cl,30.283700000000003,K,17.4779,Mn,1.1979600000000001,W,0.75276,,,,,16.13996690686907
1606,487.0,Na,1.11994,Si,58.31517,Cl,17.2148,K,21.1797,Mn,1.61042,W,0.55997,,,,,14.54247166802053
1607,487.0,Na,1.50552,Si,57.7368,Cl,17.2148,Mn,1.61042,Cs,21.1797,W,0.75276,,,,,14.308471848064052
1608,487.0,Li,21.1797,Na,1.50552,Si,57.7368,Cl,17.2148,Mn,1.61042,W,0.75276,,,,,12.224059718332423
1609,487.0,Na,1.50552,Si,95.28571,Mn,2.45601,W,0.75276,,,,,,,,,12.611654030640985
1610,487.0,Na,17.6125,Si,63.12738,Cl,17.6125,Mn,1.64762,,,,,,,,,15.353672286589534
1611,487.0,Si,97.4564,Mn,2.5436099999999997,,,,,,,,,,,,,5.745837319164309
1612,490.0,Al,80.0,Sm,20.0,,,,,,,,,,,,,6.881308558976641
1613,490.0,Sm,100.0,,,,,,,,,,,,,,,9.438826362640778
1614,490.0,Al,80.0,Sm,20.0,,,,,,,,,,,,,6.767913318290256
1615,490.0,Al,100.0,,,,,,,,,,,,,,,4.543820856624271
1616,490.0,C,49.6431259709269,Si,49.6431259709269,Sm,0.7137480581461768,,,,,,,,,,,5.784964481765643
1617,492.0,Mg,91.56738622136636,Ca,2.970324320085988,Sm,5.462289458547666,,,,,,,,,,,10.470838781541849
1618,492.0,Na,5.0664942261059815,Mg,89.58922028372763,Sm,5.344285490166392,,,,,,,,,,,10.863886199979131
1619,492.0,Mg,91.80217751943285,Ca,2.977940637768197,Tb,5.219881842798934,,,,,,,,,,,9.844485719999533
1620,492.0,Na,5.079204052372624,Mg,89.81396413506829,Tb,5.106831812559097,,,,,,,,,,,10.625997582562347
1621,492.0,Mg,94.46948835590759,Ce,5.5305116440923845,,,,,,,,,,,,,9.344298771505596
1622,492.0,Mg,91.50219279053869,Ca,2.968209531829073,Ce,5.529597677632246,,,,,,,,,,,10.266516644769016
1623,492.0,Na,5.062964896734386,Mg,89.52681226500404,Ce,5.410222838261559,,,,,,,,,,,11.12976433854495
1624,492.0,Li,15.01215370612556,Mg,80.14460270096423,Ce,4.843243592910207,,,,,,,,,,,14.43376701210804
1625,492.0,Mg,94.2416560275136,Pr,5.758343972486408,,,,,,,,,,,,,8.822808371528332
1626,492.0,Mg,91.2815530778896,Ca,2.9610522727709867,Pr,5.757394649339408,,,,,,,,,,,9.441210177454119
1627,492.0,Na,5.051019479452681,Mg,89.3155852167786,Pr,5.633395303768724,,,,,,,,,,,10.183378642607787
1628,492.0,Li,14.980438468750851,Mg,79.97528621588683,Pr,5.044275315362325,,,,,,,,,,,14.4590066948054
1629,493.0,Na,2.6190439999999997,Si,94.20626,Mn,2.191912,W,0.982783,,,,,,,,,12.692315801378015
1630,493.0,Ca,81.25386505323326,Sr,9.373067473383363,La,9.373067473383363,,,,,,,,,,,12.367019731231371
1631,494.0,Na,0.5332857317885049,Mg,1.6044864201767972,Al,8.766708177158463,Si,10.763625578124788,K,0.12204361872776355,Ca,6.919136315882017,Ti,0.08996717066833294,Fe,71.20074698747335,5.674898381362161
1632,494.0,Na,0.4622000726660953,Mg,1.4392838119317848,Al,6.518265283869558,Si,11.32420084869192,K,0.10643660540676887,Ca,11.596097577659767,Ti,0.17037487466241222,Fe,68.38314092511169,5.650185947258797
1633,494.0,Na,0.4659034672323285,Mg,1.9702441201066343,Al,7.136914937349875,Si,11.306794909011426,K,0.07663530893111932,Ca,8.032977219375969,Ti,0.14462316582899234,Fe,70.86590687216366,5.639859910480357
1634,494.0,Na,0.5920936077527581,Mg,1.8210076570075435,Al,2.7353821090835657,Si,4.8864594547999225,K,0.10907905458124498,Ca,11.373552564605598,Ti,0.1654149673452667,Fe,78.31701058482409,5.532297127449863
1635,494.0,Na,0.4817321394654716,Mg,1.5001063630745262,Al,1.7569965534748828,Si,3.0811387185759385,K,0.07923892807514997,Ca,9.889866718743363,Ti,0.17757472950805528,Fe,83.03334584908261,5.646920284262898
1636,494.0,Na,0.5872757754601963,Mg,1.5239729984677368,Al,1.5172077567536029,Si,1.7039174800111814,K,0.16099923283647366,Ca,9.060071955227238,Ti,0.1139368021425574,Fe,85.33261799910102,5.697080704820895
1637,494.0,Na,0.2438815630157259,Mg,1.1251013045222389,Al,1.3638946768846358,Si,0.8050871374697937,K,0.0802309501379797,Ca,11.873557971911971,Ti,0.1514087196653933,Fe,84.35683767639227,5.692349276680133
