,0
Mn,1267
Al,338
Cd,3
Sn,174
Ti,531
Pt,4
Ce,442
Pb,127
Bi,57
Mo,31
Cu,22
Sb,27
Li,675
Mg,852
S,155
Na,1436
Ca,520
Si,1374
K,186
C,241
Be,16
Sr,538
Ba,389
P,120
Zr,216
Br,20
B,12
W,1202
La,884
Ag,45
Y,135
Re,3
Sc,2
Pr,93
Nd,122
Sm,291
Eu,15
Gd,48
Zn,98
Ni,94
Cl,266
Rb,52
Co,158
Cs,42
Fe,175
Cr,30
Yb,18
Th,36
V,39
Ta,11
In,15
Ge,4
Dy,9
Rh,8
Pd,2
Ga,22
Tb,128
Ho,6
Er,6
Tm,4
Lu,2
Nb,33
F,56
Ru,2
Au,3
I,1
Te,2
N,15
Ir,3
Tl,1
