,0
Li,392
Be,3
B,12
C,97
N,3
F,56
Na,324
Mg,372
Al,180
Si,234
P,68
S,47
Cl,183
K,134
Ca,287
Sc,2
Ti,100
V,19
Cr,3
Mn,142
Fe,41
Co,48
Ni,54
Cu,8
Zn,56
Ga,1
Ge,3
As,0
Se,0
Br,20
Rb,25
Sr,192
Y,53
Zr,99
Nb,31
Mo,26
Ru,2
Rh,2
Pd,2
Ag,26
Cd,3
In,2
Sn,33
Sb,27
Te,2
I,1
Cs,39
Ba,200
La,269
Ce,75
Pr,42
Nd,63
Pm,0
Sm,59
Eu,15
Gd,23
Tb,10
Dy,9
Ho,6
Er,6
Tm,4
Yb,17
Lu,2
Hf,0
Ta,11
W,89
Re,3
Os,0
Ir,0
Pt,3
Au,1
Tl,0
Pb,110
Bi,51
Th,15
